UID,Drug_Name,Condition,Rating,Results
h3qhwka0,Prednisone,ibromyalgia,5,0
lrtt9r1h,Humira,Psoriatic Arthritis,10,1
umvrwgaw,Atenolol,Anxiety,10,1
fw6q4qpq,Zarah,Birth Control,8,1
b8xb1f12,Metronidazole,Bacterial Vaginitis,1,0
yh1lioyz,Sertraline,Anxiety and Stress,5,0
fkea2rp8,Clarithromycin,Bronchitis,1,0
548402bb,Levonorgestrel,Birth Control,5,0
ujbclp35,Accutane,Acne,9,1
kamvao4b,Kyleena,Birth Control,10,1
qd2xg5tz,Azelastine,Allergic Rhinitis,10,1
xkx56h0o,Benicar HCT,High Blood Pressure,5,0
mcl9tt8a,Amoxicillin / clavulanate,Bacterial Infection,5,0
5blxgsfi,Hydrochlorothiazide / spironolactone,Edema,9,1
4z38v9rg,Sertraline,Depression,10,1
5uze06rp,Sumavel DosePro,Migraine,1,0
0g7h76bk,Tretinoin,Acne,10,1
7gmtp6km,Sertraline,Generalized Anxiety Disorde,8,1
ps6bu5b4,Kyleena,Birth Control,9,1
es5t9kvt,Efavirenz / emtricitabine / tenofovir,,10,1
niurdu7t,Zolpidem,Insomnia,10,1
ueglfhux,Pristiq,Major Depressive Disorde,1,0
j3h80aui,Savella,ibromyalgia,5,0
zz7gjfqg,Brexpiprazole,Depression,10,1
w33k8pdu,Symbicort,"Asthma, Maintenance",9,1
4kpkhz0o,Plan B,Emergency Contraception,9,1
xsq6excp,Effexor,Anxiety and Stress,9,1
2nko37oo,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,4,0
wbgwbl4p,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,8,1
unce8thq,Lo Loestrin Fe,Birth Control,1,0
qatiqnac,Differin,Acne,8,1
fpsyem7x,Metronidazole,Bacterial Infection,1,0
6bq0tps2,Bupropion,Smoking Cessation,1,0
rd0ra55x,Pregabalin,Pain,4,0
hnu8gw6w,Sitagliptin,"Diabetes, Type 2",9,1
3anlc6tg,Brexpiprazole,Depression,4,0
kswby0it,Copper,Birth Control,10,1
g3518bq2,Asenapine,Bipolar Disorde,9,1
v8wd4f3r,Immune globulin subcutaneous,Primary Immunodeficiency Syndrome,6,0
4uua0zgp,Vyvanse,ADHD,9,1
vm90vn6h,Fentanyl,Chronic Pain,9,1
29jiro0p,Certolizumab,Rheumatoid Arthritis,8,1
c7v0nstn,Hydromorphone,Pain,10,1
210dwhgj,Aftera,Emergency Contraception,9,1
vtpwke7v,Suvorexant,Insomnia,1,0
zbxiaofl,Clonazepam,Anxiety,10,1
6rl7kzgs,Etonogestrel,Birth Control,5,0
nj19fiqr,Levetiracetam,New Daily Persistent Headache,10,1
17qoax09,Imuran,Ulcerative Colitis,10,1
sjcanw19,ParaGard,Birth Control,10,1
aqau2n7q,Ethinyl estradiol / etonogestrel,Birth Control,10,1
zt6i3o86,Alirocumab,High Cholesterol,10,1
8xe7cg8q,Pemoline,ADHD,10,1
ywb9krdp,Oxcarbazepine,Bipolar Disorde,8,1
104sqoxz,Ethinyl estradiol / norgestrel,Birth Control,1,0
h8upyzb1,Amphetamine / dextroamphetamine,ADHD,1,0
pzbh8dd3,Delsym,Cough,1,0
3dgjv0x1,Bupropion,Smoking Cessation,9,1
55r01n0x,Lo Loestrin Fe,Birth Control,9,1
prsvv6l9,Invokana,"Diabetes, Type 2",1,0
4ov0j2u3,Metronidazole,Bacterial Infection,9,1
p56v8wi1,Bisacodyl,Constipation,9,1
pr9i9swk,Liraglutide,Obesity,5,0
5t6g5yli,Capzasin-HP,Osteoarthritis,6,0
fba2je5j,Hyaluronan,Osteoarthritis,1,0
e0ou9zjb,Duloxetine,Anxiety,9,1
sswimukk,Phentermine,Weight Loss,10,1
k3ml57so,Lo Loestrin Fe,Birth Control,4,0
617e5dcy,Dilaudid,Pain,5,0
c6wxnd1i,Mirena,Birth Control,9,1
4068kzp0,Tramadol,Pain,2,0
22lf1cp5,Amitriptyline,Anxiety and Stress,10,1
tzb2emm2,Topicort,Eczema,10,1
hbc3jdw2,Alprazolam,Tinnitus,9,1
gcjgfasj,Hydroxyzine,Anxiety,10,1
ttiqxlts,Methylprednisolone,Allergic Rhinitis,3,0
amvlm09p,"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,9,1
095u8eaj,Xulane,Birth Control,3,0
qdy29oym,Adapalene,Acne,4,0
zptw1rkk,Ulipristal,Emergency Contraception,6,0
khk3zhfq,Carvedilol,Atrial Fibrillation,2,0
jlu5l668,Viberzi,Irritable Bowel Syndrome,10,1
7222okvv,Actiq,Breakthrough Pain,10,1
hx77tpbt,Lyrica,Diabetic Peripheral Neuropathy,5,0
8kvs0qw8,Atomoxetine,ADHD,5,0
5ulk3euw,Soma,Muscle Spasm,10,1
loowpch7,Trintellix,Major Depressive Disorde,9,1
wtvfow2f,Risperdal,Schizoaffective Disorde,9,1
nv228vte,Phendimetrazine,Obesity,10,1
5j496cx0,Rivaroxaban,Deep Vein Thrombosis,9,1
qxkwjkif,Brimonidine,Rosacea,1,0
igu984oc,Medroxyprogesterone,Abnormal Uterine Bleeding,1,0
8vmujihs,Mysoline,Seizures,10,1
x33tda6r,Levonorgestrel,Birth Control,9,1
f6ikfoe8,Mucinex D,Cough and Nasal Congestion,9,1
j74a3j5w,Acamprosate,Alcohol Dependence,10,1
6zrv687k,Pramipexole,Restless Legs Syndrome,9,1
k2mrd2rs,Augmentin,Sinusitis,10,1
k65bypg2,Minoxidil,Alopecia,10,1
shmephya,Lyrica,Generalized Anxiety Disorde,10,1
w7p8ieox,Prevnar 13,Pneumococcal Disease Prophylaxis,5,0
0eu2ikwa,Metoclopramide,GERD,1,0
2lvof4cq,Doxazosin,High Blood Pressure,10,1
yl02ht43,Belsomra,Insomnia,1,0
sasijnks,Amitriptyline,Insomnia,4,0
93yfs7ve,Depo-Provera,Abnormal Uterine Bleeding,6,0
mf3prkkx,Vistaril,Anxiety,1,0
5yw4zwo4,Venlafaxine,Depression,10,1
kim4itp9,Naltrexone,Alcohol Dependence,10,1
sep3fgi3,Nitrofurantoin,Urinary Tract Infection,2,0
pgz55drr,Norethindrone,Abnormal Uterine Bleeding,1,0
m3my82wg,Sertraline,Depression,10,1
slxdonqi,BuSpar,Anxiety,9,1
zlh8f5wb,Naproxen,Muscle Pain,10,1
cuyrw4nc,NuvaRing,Birth Control,5,0
up7hlqck,BuSpar,Anxiety,10,1
vzs51km6,Tamiflu,Influenza,8,1
cv7o3d61,Loratadine,Allergic Rhinitis,1,0
uj7lyawj,Tioconazole,Vaginal Yeast Infection,5,0
mokc7i0l,Botox,Overactive Bladde,8,1
pwuzr2ta,Plan B One-Step,Emergency Contraception,10,1
1yf4yism,Ethinyl estradiol / norelgestromin,Birth Control,4,0
qww6pe61,Paxil,Major Depressive Disorde,8,1
nggl87u6,Xanax,Panic Disorde,10,1
xc6ythgp,Conjugated estrogens,Postmenopausal Symptoms,10,1
crkoq3g3,Microgestin Fe 1 / 20,Polycystic Ovary Syndrome,5,0
0wx6yoo8,NuvaRing,Birth Control,9,1
av0wlbua,Ethinyl estradiol / norgestimate,Endometriosis,10,1
8em6kpwk,Rapaflo,Benign Prostatic Hyperplasia,8,1
qm61azql,Plan B,Emergency Contraception,9,1
snizjno4,Gabapentin,Pain,10,1
c56cntyg,OnabotulinumtoxinA,Migraine Prevention,3,0
ce3wa889,Clonazepam,Burning Mouth Syndrome,10,1
qlittfxl,Vitamin B2,Migraine Prevention,1,0
s7m8yzn7,Duloxetine,Depression,10,1
h4r0jpy5,Yaz,Menstrual Disorders,1,0
se1kicnv,Ethinyl estradiol / norgestimate,Birth Control,4,0
tn12qqg9,Methylphenidate,Narcolepsy,9,1
56vzhlh8,Tamsulosin,Urinary Tract Stones,4,0
iar66keo,Invokana,"Diabetes, Type 2",1,0
cobrl3dl,Enbrel,Rheumatoid Arthritis,10,1
e05ktb83,Hypercare,Hyperhidrosis,10,1
elhp6rx6,Levonorgestrel,Emergency Contraception,10,1
4fyf8t6c,Jardiance,"Diabetes, Type 2",7,0
r97x0paz,Risperidone,Schizophrenia,8,1
xu9llz9u,Ortho Tri-Cyclen Lo,Birth Control,5,0
osioowtp,Acthar,Multiple Sclerosis,3,0
1j8z8lak,Xenical,Obesity,10,1
ow2xqhmp,Memantine,Migraine,10,1
cdmyixyq,ParaGard,Birth Control,4,0
ciuhyhb8,Ethinyl estradiol / norgestimate,Birth Control,6,0
f3v8wi9h,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
oi2897w0,Sodium hyaluronate,Osteoarthritis,1,0
cb14wndf,Linzess,Irritable Bowel Syndrome,1,0
928pkpv2,Drospirenone / ethinyl estradiol,Acne,8,1
grtwh6qd,Lurasidone,Bipolar Disorde,9,1
z8zkl2xh,Clonazepam,Panic Disorde,9,1
tisq32bw,Nitrofurantoin,Urinary Tract Infection,1,0
h1afpc9x,Adderall,ADHD,10,1
4vza066t,Heather,Birth Control,9,1
87yq2317,Lisdexamfetamine,ADHD,6,0
xdi9b6a7,Apixaban,Prevention of Thromboembolism in Atrial Fibrillation,1,0
1u2fkwx3,Epiduo,Acne,10,1
4hvfyxsd,Pantoprazole,,10,1
24bgc084,Tizanidine,Muscle Spasm,8,1
3hbbpmnt,Chantix,Smoking Cessation,10,1
w9i57ubf,Amlodipine,High Blood Pressure,9,1
ju33dgy2,Patanase,Allergic Rhinitis,9,1
0ddutmdd,Solifenacin,Overactive Bladde,9,1
vkeyd28w,Copper,Birth Control,3,0
4tmqx6wr,Januvia,"Diabetes, Type 2",1,0
u0fs6xcj,Kyleena,Birth Control,5,0
m9sw3ypz,Nicotine,Smoking Cessation,10,1
wt07ic4h,Klonopin,Anxiety,1,0
e2kqtvtc,Sumatriptan,Migraine,7,0
gbwb7fqi,Qsymia,Weight Loss,8,1
m0pdixw5,Etonogestrel,Birth Control,8,1
bpjkwcfb,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,4,0
tx5ff5gk,Ethinyl estradiol / etonogestrel,Birth Control,10,1
e666nvl3,S-adenosylmethionine,Depression,9,1
8necodtw,Effexor XR,Anxiety,10,1
uxtydu60,Methadone,Pain,8,1
geoe060o,Chantix,Smoking Cessation,2,0
5kuoxxn3,Amitriptyline,Interstitial Cystitis,10,1
ecey1cyz,Lurasidone,Bipolar Disorde,10,1
z0y2og29,Silenor,Insomnia,1,0
yp1s77ez,Apri,Birth Control,3,0
eomm1sl5,Saxenda,Obesity,10,1
rnkawxrq,Minocycline,Acne,6,0
ue15waq7,Dexilant,GERD,10,1
pug11wk9,Drospirenone / ethinyl estradiol / levomefolate calcium,Birth Control,9,1
rl7sdzd7,Orsythia,Birth Control,3,0
8fh4pe3i,Nuvigil,ADHD,10,1
tfcerilc,Diclofenac,Pain,10,1
yyz7z0xj,Ciprofloxacin,Prostatitis,5,0
ykhhnsd3,Aviane,Birth Control,4,0
lhgn1tf4,Zyban,Smoking Cessation,10,1
5twx9y5c,Zetia,High Cholesterol,6,0
ftjnw3an,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
kyw4ptr2,Modafinil,Narcolepsy,1,0
t7004uw2,Mirapex,Restless Legs Syndrome,9,1
pstz2xme,Ondansetron,Nausea/Vomiting,10,1
folvd24f,Feldene,Rheumatoid Arthritis,6,0
3tt99oax,Levonorgestrel,Birth Control,3,0
iu1d9i57,Depo-Provera,Birth Control,5,0
b701u13h,Orthovisc,Osteoarthritis,3,0
zvs5qe8x,Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,8,1
6xaots4h,Levonorgestrel,Emergency Contraception,10,1
3uzntb5l,Diclofenac,Migraine,10,1
nm30wct0,Tecfidera,Multiple Sclerosis,7,0
22s9umrj,Methocarbamol,Muscle Spasm,10,1
tqfzfvsj,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,0
xceg0iz9,Trazodone,Anxiety,7,0
vg57cnqw,Bupropion,Smoking Cessation,9,1
rc74n0pp,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,6,0
qrnhp1ek,Ethinyl estradiol / norethindrone,Birth Control,6,0
ow3pm588,Opana ER,Pain,8,1
i2acghft,Ethinyl estradiol / norgestimate,Birth Control,1,0
50wqhp04,Desogestrel / ethinyl estradiol,Birth Control,5,0
5hwqdnx1,Clindamycin,Sinusitis,1,0
4tvrhpss,Apri,Birth Control,7,0
24qey5i9,Abacavir / dolutegravir / lamivudine,HIV Infection,5,0
cgaj5co9,Kapvay,ADHD,10,1
i55gwn3s,Synvisc,13</span> users found this comment helpful.,9,1
1aqt65cc,Ethinyl estradiol / norethindrone,Birth Control,10,1
jitao9k0,Ethinyl estradiol / etonogestrel,Birth Control,7,0
9ohavixk,Pregabalin,Generalized Anxiety Disorde,10,1
i5hkucrn,Dextromethorphan / quinidine,Pseudobulbar Affect,10,1
i4h8rege,Lyrica,Reflex Sympathetic Dystrophy Syndrome,9,1
54euvvzx,Risperdal,Bipolar Disorde,10,1
mz0j6jdv,Abilify,Major Depressive Disorde,1,0
tfw4zqiy,Ethinyl estradiol / norgestimate,Birth Control,9,1
lys2oip3,Sertraline,Obsessive Compulsive Disorde,9,1
ljqn6f26,Medroxyprogesterone,Abnormal Uterine Bleeding,5,0
5g2hnk1x,Doxycycline,Skin or Soft Tissue Infection,10,1
pkejb0a9,Fentanyl,Pain,7,0
n7zewksh,Kyleena,Birth Control,2,0
cdm39qt9,Tapentadol,Pain,1,0
tex6bgab,Hypercare,Hyperhidrosis,10,1
w469n0o8,Mobic,94</span> users found this comment helpful.,8,1
23yi8so0,Percocet,Pain,10,1
hltgn9aj,Acetaminophen / tramadol,Pain,2,0
qb9zeazk,Ethinyl estradiol / norethindrone,Birth Control,9,1
ux3tlm24,Tazarotene,Acne,10,1
ls20a2ve,Opcon-A,Eye Redness/Itching,9,1
wk9oxl4n,Estradiol,Atrophic Vaginitis,10,1
3nz3169p,Lamictal,Bipolar Disorde,9,1
z2jtbkm2,Yaz,Birth Control,9,1
x5lbstyr,Vedolizumab,Ulcerative Colitis,4,0
wj7yonjw,Copper,Birth Control,10,1
4txctk7k,Seasonique,Birth Control,4,0
3x3zwv26,Temazepam,Insomnia,10,1
pebc17zw,Ketoprofen,Pain,10,1
6q8eg9z4,Buspirone,Panic Disorde,3,0
8t0pfffa,Apremilast,Plaque Psoriasis,1,0
z5iallwd,Drysol,Hyperhidrosis,10,1
6kkqoh7f,Ethinyl estradiol / levonorgestrel,Birth Control,7,0
120uu4dh,Plan B,Emergency Contraception,10,1
3ttns6yl,Golimumab,Rheumatoid Arthritis,10,1
de7v4e5s,Trazodone,Insomnia,10,1
fa7s7xj5,Kava,Anxiety and Stress,9,1
s1ac5vcx,Loestrin Fe 1.5 / 30,Birth Control,8,1
b99y6n43,Dulcolax,Constipation,8,1
yu5n9eur,Buspirone,Anxiety,9,1
kr979qmc,Warfarin,"Deep Vein Thrombosis, First Event",4,0
ldoqyqlg,Liothyronine,"Hypothyroidism, After Thyroid Removal",10,1
qfb7074e,Amitriptyline,Pain,10,1
k5ho9fng,Montelukast,Asthma,9,1
nc2jhemz,Venlafaxine,Depression,1,0
wt0lvhfl,Secukinumab,Plaque Psoriasis,3,0
vqi3db9w,Bupropion / naltrexone,Obesity,5,0
klnsklr3,Lexapro,Depression,9,1
yw8rzrb7,Etodolac,Pain,10,1
gkm7i62s,Atralin,Acne,10,1
g4puurhk,Lorcaserin,Weight Loss,10,1
ke0tkpso,MoviPrep,Bowel Preparation,9,1
19noki6p,Fetzima,Major Depressive Disorde,10,1
d1d919ku,Letairis,Pulmonary Hypertension,10,1
d441jam3,Contrave,Obesity,8,1
1e102wrc,Implanon,Birth Control,1,0
okz4t1o1,Drospirenone / ethinyl estradiol,Birth Control,2,0
l9yshyc7,Ethinyl estradiol / levonorgestrel,Birth Control,6,0
uniz8tuc,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,1,0
bf1wmbyw,Trazodone,Insomnia,9,1
1beonuh7,Paxil,Panic Disorde,10,1
02opdk0m,Ziprasidone,Bipolar Disorde,1,0
vnrmb3rh,Clonazepam,Bipolar Disorde,10,1
p0z3zb4i,Norco,Back Pain,8,1
jljpb7rv,Propranolol,Benign Essential Trem,9,1
36nks5os,Mirena,Birth Control,6,0
roftm446,Dextromethorphan,Cough,3,0
533xlisc,Coartem,Malaria,10,1
7s5b3lpn,Testosterone,"Hypogonadism, Male",10,1
qn0jfynh,Ethinyl estradiol / levonorgestrel,Birth Control,3,0
7b88ycv8,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
d5xv2xdr,Elavil,Anxiety and Stress,10,1
chdtrjt8,Levofloxacin,Sinusitis,3,0
kkh04kv8,Venlafaxine,Depression,10,1
akyp4onj,Lexapro,Anxiety,10,1
7a55odok,Topamax,Migraine Prevention,1,0
jy7j8sh0,Trazodone,Insomnia,10,1
csro48ks,Venlafaxine,Depression,10,1
kkwuo6ju,Contrave,Weight Loss,7,0
ounktxxv,Ambien,Insomnia,10,1
vnh9eb00,Buspirone,Anxiety,9,1
yhunwsdq,Trintellix,Depression,9,1
264h6aao,Medroxyprogesterone,Birth Control,10,1
t579ysgl,Complera,HIV Infection,10,1
si9jhugj,Lunesta,Insomnia,8,1
vmiawdzh,Desvenlafaxine,Major Depressive Disorde,1,0
wecxwukf,Prednisone,Sarcoidosis,6,0
mj1lf9qs,Kyleena,Birth Control,9,1
swrsaqoc,Scopolamine,Motion Sickness,5,0
377a16tn,Ethinyl estradiol / levonorgestrel,Birth Control,10,1
8rsix8rc,Methadone,Chronic Pain,1,0
j2ug18id,Linaclotide,"Constipation, Chronic",10,1
ucn7t3sg,Dulcolax,Constipation,7,0
kj3ptk7x,Epiduo,Acne,10,1
rjgpc41r,Bactrim DS,Urinary Tract Infection,1,0
sr6iq3m8,Acetaminophen / hydrocodone,Back Pain,10,1
b316muwc,Sumatriptan,Migraine,7,0
a3jk6w90,Pregabalin,Diabetic Peripheral Neuropathy,10,1
67bhdlzy,Levonorgestrel,Birth Control,9,1
06boh550,Tramadol,Back Pain,7,0
1xgjdhkx,ProAir HFA,3</span> users found this comment helpful.,9,1
udhxdkxt,Gildess Fe 1 / 20,Birth Control,10,1
zwjiv8lm,Nasacort,Allergic Rhinitis,10,1
c2o42b5j,Ethinyl estradiol / norgestimate,,8,1
bhnh2dq4,Cymbalta,Chronic Pain,9,1
6d9x0xbj,Junel Fe 1 / 20,Birth Control,10,1
ppuqvafd,Tramadol,Pain,10,1
fwix9jze,Diclofenac,Pain,7,0
7dzd11um,Suboxone,Opiate Dependence,10,1
0nl4cpn9,Lutera,Birth Control,6,0
eslgz1ka,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,3,0
24f2gvag,Miconazole,Vaginal Yeast Infection,1,0
4psg0z3n,Levofloxacin,Bacterial Infection,6,0
kdymzbv2,Gabapentin,Peripheral Neuropathy,10,1
3dpnmswf,NuvaRing,Birth Control,5,0
gzxeud8h,Phentermine,Weight Loss,9,1
vgf5ri83,Pramoxine,Hemorrhoids,10,1
rv59i9r1,Klonopin,Anxiety,8,1
3gnfbgeo,Zyprexa,Schizoaffective Disorde,8,1
nbwfjats,Metoprolol,High Blood Pressure,6,0
5apikyi7,Etonogestrel,Birth Control,10,1
8n2a1vzk,Lupron Depot,Endometriosis,9,1
ehp0q0ry,Benzonatate,Cough,8,1
zl7fw8p9,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,5,0
1fw1ehzd,Levonorgestrel,Emergency Contraception,10,1
mk5qhl7q,Otezla,Plaque Psoriasis,10,1
a7fnkwj1,Vedolizumab,Ulcerative Colitis,3,0
v6a41kh8,Saxenda,Weight Loss,6,0
nuioo1nh,Ethinyl estradiol / norethindrone,Birth Control,7,0
zso72hho,Topiramate,Seizure Prevention,9,1
3gwm1c2f,Linzess,"Constipation, Chronic",10,1
m0va36er,Atropine / diphenoxylate,Diarrhea,9,1
1o9tzwjg,Ethinyl estradiol / norgestrel,Birth Control,10,1
1p54k8it,Venlafaxine,Hot Flashes,10,1
7v4y02j6,Adderall,ADHD,4,0
ajz4ef44,Augmentin,Sinusitis,1,0
85fqseal,Clindesse,Bacterial Vaginitis,10,1
utmt5sva,Diclofenac,Osteoarthritis,10,1
xjspi65a,Cozaar,High Blood Pressure,2,0
mbtifn3p,Ethinyl estradiol / norethindrone,Birth Control,6,0
wup6tig0,Multivitamin,Dietary Supplementation,3,0
vg8bwed9,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
3zh8jmc2,Jolessa,Birth Control,7,0
eftwcysg,Maxalt,Migraine,9,1
tbxar0tu,Venlafaxine,Bulimia,10,1
3b8b8p61,Levonorgestrel,Birth Control,9,1
drejl99k,Mirena,Abnormal Uterine Bleeding,9,1
96migwaq,Chlorpromazine,Light Sedation,10,1
qw4fhdeo,Protopic,Atopic Dermatitis,10,1
s1gwh4qg,Mobic,Tendonitis,9,1
0p8lk12m,Migranal,Migraine,10,1
i8cywew0,Quetiapine,Insomnia,9,1
lahy0jfx,Zyprexa,Bipolar Disorde,8,1
l0uya9dh,Alli,Obesity,10,1
6pckexyi,Methocarbamol,Muscle Spasm,2,0
dg10rf2f,Quetiapine,Generalized Anxiety Disorde,9,1
cijyfa4j,ProAir RespiClick,"Asthma, acute",1,0
83mydcrm,Mometasone,Nasal Polyps,3,0
lal35iyr,Teriparatide,Osteoporosis,10,1
qsfe1fft,Fluoxetine,Depression,6,0
out6zg61,Dihydroergotamine,Migraine,10,1
n4duwd0x,Pristiq,Anxiety,10,1
xsjdy3yz,Acetaminophen / hydrocodone,Pain,10,1
6anybxnk,Fluoxetine,Panic Disorde,5,0
2gc2dc46,Dilaudid,Pain,9,1
d0eur1hq,Vilazodone,Major Depressive Disorde,10,1
1a5u7uux,Aluminum chloride hexahydrate,Hyperhidrosis,10,1
z5wjge0x,Ultram,Restless Legs Syndrome,9,1
bmqskzkt,Mucinex D,Cough and Nasal Congestion,2,0
szzr24ji,Chantix,Smoking Cessation,10,1
9ezhwvv9,Oxymorphone,Pain,10,1
giea69b5,Chantix,Smoking Cessation,6,0
f0vud3gu,Etodolac,Pain,8,1
h4mgkokv,Varenicline,Smoking Cessation,10,1
3yn80r9h,Clonazepam,Restless Legs Syndrome,10,1
qjowxcdl,Cialis,Erectile Dysfunction,7,0
4p398ewl,Potassium chloride,Hypokalemia,10,1
2w26l80a,Boniva,Osteoporosis,8,1
udzz15bk,Hydroxyzine,Pruritus,10,1
g4sjyytr,Cefdinir,Sinusitis,1,0
igzs1rdm,Desogestrel / ethinyl estradiol,Birth Control,2,0
kcco7dbd,Klonopin,Bipolar Disorde,8,1
5i0w74q4,Ethinyl estradiol / norethindrone,Birth Control,10,1
bpg1dg24,Chateal,Birth Control,3,0
a71k778s,Citalopram,Anxiety and Stress,7,0
gcvigzzs,Quasense,Abnormal Uterine Bleeding,1,0
v7xeubps,Milnacipran,,8,1
a0df1fhw,Tadalafil,Erectile Dysfunction,9,1
dk3fdl6i,Levonorgestrel,Birth Control,3,0
kxtdv6q9,Lo Loestrin Fe,Birth Control,1,0
k9qv0h8r,Ethinyl estradiol / norethindrone,Acne,1,0
a3uh227h,Anafranil,Panic Disorde,6,0
isroae1l,Alprazolam,Anxiety,6,0
f7xh2ui3,Acetaminophen / tramadol,Pain,10,1
txk5z8ub,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,1,0
vrd89yk0,Ethinyl estradiol / norgestimate,Acne,10,1
drcgjjd1,Nicotine,Smoking Cessation,10,1
qf8fxbpt,Duloxetine,Depression,9,1
kthn30xp,Ethinyl estradiol / levonorgestrel,Birth Control,9,1
8ksyhbig,Advair Diskus,"Asthma, Maintenance",1,0
h8c38kb5,Omalizumab,"Asthma, Maintenance",10,1
0ybn2igj,Etonogestrel,Birth Control,9,1
6itt23f3,Benzoyl peroxide / clindamycin,Acne,10,1
nindyp3r,Nefazodone,Depression,10,1
8nqompvc,Remicade,"Crohn's Disease, Maintenance",9,1
3neheq2s,Tranexamic acid,Menorrhagia,9,1
b23xm6sg,Gabapentin,Neuropathic Pain,6,0
13u8njtt,Desvenlafaxine,Anxiety,8,1
ejha0oh6,Ditropan,Urinary Incontinence,8,1
qvx2zw2d,Taytulla,Birth Control,9,1
qs82fva6,Solodyn,Acne,8,1
7qrcah56,Lurasidone,Bipolar Disorde,8,1
nn09hh29,Mirena,Birth Control,6,0
7658dmvk,Pregabalin,ibromyalgia,1,0
uvf5qzfd,Nitrofurantoin,Urinary Tract Infection,9,1
afvhp7z6,Dulcolax,Constipation,4,0
cjxlw1tu,Atripla,HIV Infection,10,1
cai6tqxq,Malarone,Malaria Prevention,2,0
dff7y6dr,Kenalog,Atopic Dermatitis,10,1
0q00yq1j,Temazepam,Insomnia,10,1
5agqknvu,Effexor XR,Depression,9,1
untido1h,Tenormin,Anxiety,8,1
5iejckwx,Nabumetone,Back Pain,8,1
s3ayq5u4,Hydroxychloroquine,Undifferentiated Connective Tissue Disease,1,0
oq0cyrd3,Azithromycin,Chlamydia Infection,8,1
tkxpjlyn,Acetaminophen / oxycodone,Chronic Pain,10,1
t74b5j2j,Armodafinil,Narcolepsy,9,1
jps5pj7x,Etonogestrel,Birth Control,9,1
629kl04a,Mirena,Birth Control,1,0
uy2553z7,Lo Loestrin Fe,Birth Control,10,1
8l5rzg6d,Ethinyl estradiol / norethindrone,Birth Control,2,0
p4exyu56,Lexapro,Depression,9,1
vufephkg,Drospirenone / ethinyl estradiol,Birth Control,1,0
ugbwvy6j,Nexplanon,Birth Control,10,1
ipv8awq7,Lorcaserin,Obesity,6,0
u49t8na9,Geodon,Bipolar Disorde,1,0
eabho73n,Adapalene / benzoyl peroxide,Acne,1,0
m2k8lf7v,Vilazodone,Major Depressive Disorde,3,0
1qo06ypf,Rebif,Multiple Sclerosis,10,1
hvp13ell,Copaxone,Multiple Sclerosis,5,0
penzacou,Phentermine,Weight Loss,10,1
zrmkq3mz,Lialda,"Ulcerative Colitis, Active",1,0
elx1t4fi,Generess Fe,Birth Control,9,1
42saxb98,Benzoyl peroxide / clindamycin,Acne,4,0
167z915s,Tioconazole,Vaginal Yeast Infection,1,0
emdlh9d9,Suprep Bowel Prep Kit,Bowel Preparation,10,1
f4q1r3vu,Methylphenidate,ADHD,5,0
26walrbo,Hydroxyurea,"Anemia, Sickle Cell",10,1
2dbpm0nt,Ropinirole,Restless Legs Syndrome,7,0
c3qr15es,Azithromycin,Chlamydia Infection,9,1
a3tammig,Lurasidone,Schizoaffective Disorde,10,1
7bkf7wrs,Methocarbamol,Muscle Spasm,1,0
0rq0wdpq,Vilazodone,Depression,2,0
5kapn32k,Retisert,Uveitis,10,1
02uqygfs,Tri-Sprintec,Acne,9,1
mk1mzc5z,Depakote ER,Bipolar Disorde,9,1
bvaf10dw,Citalopram,Obsessive Compulsive Disorde,2,0
yxtdqjay,Clindamycin,Bacterial Vaginitis,1,0
13bvkj2t,Testosterone,"Hypogonadism, Male",10,1
98a9glyi,Escitalopram,Depression,9,1
bmajkabp,Sertraline,Panic Disorde,8,1
6cmoufwd,Reglan,Gastroparesis,8,1
oi9j5o0n,Ortho Tri-Cyclen,Birth Control,9,1
2xvd5ogf,Intuniv,ADHD,3,0
ftxq9g7h,Alfuzosin,Not Listed / Othe,10,1
fcwxyco2,Penciclovir,Cold Sores,10,1
xvx6jt9w,Paroxetine,Hot Flashes,10,1
1rzcrkmt,Tri-Sprintec,Acne,1,0
anaqgzvi,Buprenorphine,Opiate Dependence,10,1
gbdaad4l,Ledipasvir / sofosbuvir,Hepatitis C,10,1
zhjyxa8x,Desogestrel / ethinyl estradiol,Birth Control,2,0
mszzo4o4,Betamethasone / calcipotriene,Plaque Psoriasis,7,0
1mzq227n,Depo-Provera,Birth Control,7,0
